4983102,0.0,0.0,robot,web robot,robot activ,robot rule,ethic robot
11485543,0.2,0.3333333333333333,web search,search task,semant search,web search task,semant search task
7461370,0.2,0.3333333333333333,irlbot,page,experi,url uniqu,html page
10272014,0.2,0.16666666666666666,forum page,post page,forum web,web forum,web forum page
9331037,0.0,0.0,phish,retriev phish,phish detect,detect phish,hybrid phish
1225527,0.0,0.0,xml,xml data,xml search,search xml,xml search xml
10950133,0.2,0.16666666666666666,filter,client-sid filter,filter design,new filter,filter cross-sit
9934456,0.0,0.0,tool,xml document,xml schema,xml type,specif
4590503,0.0,0.0,onlin databas,classifi onlin,classifi onlin databas,onlin databasedomain,similar onlin
4484921,0.2,0.14285714285714285,tag,collabor tag,tag system,tag histori,particular tag
11570239,0.4,0.3333333333333333,link data,broken link,link problem,broken link data,such link
9614136,0.0,0.0,imag,product imag,googl imag,imag search,other imag
583335,0.6,0.75,handheld devic,document summar,fractal summar,mobil devic,summari
7728513,0.4,0.5,annot,social annot,model,languag model,annot data
680590,0.2,0.5,email,email summar,summar email,email convers,email summar email
11708130,0.0,0.0,folksonomi algorithm,tag,social tag,tag system,differ folksonomi
3894952,0.0,0.0,spam,spam page,spam double-funnel,redirect spam,spam link
11394824,0.0,0.0,email,email featur,advanc email,email communic,email usag
21587,0.0,0.0,rdf\/xml,procedur,readabl rdf\/xml,rdf\/xml document,approach
690695,0.0,0.0,web,web page,schedul web,user-centr web,real web
10389546,0.2,0.16666666666666666,web,web server,web browser,client-sid databas,web session
589031,0.0,0.0,map descript,data,legaci data,relat legaci,such map
1495443,0.4,0.3333333333333333,electron negoti,design,xml,basi,xml schema
10582584,0.0,0.0,disput claim,disput finder,known disput,known disput claim,known disput finder
3611227,0.2,0.3333333333333333,index,similar index,self-tun index,main-memory-bas index,index scheme
677475,0.4,0.3333333333333333,match approach,virtual document,document approach,linguist match,ontolog match
10178588,0.0,0.0,domain,domain exampl,space domain,relat domain,domain transfer
704848,0.0,0.0,ebag infrastructur,web infrastructur,school,interact school,school materi
