4983102,0.0,0.0,robot,web robot,robot activ,robot rule,robot exclus
11485543,0.2,0.3333333333333333,search,semant search,web search,search task,search engin
7461370,0.2,0.3333333333333333,irlbot,experi,page,prior experi,html page
10272014,0.2,0.16666666666666666,forum page,post page,forum web,web forum,web forum page
9331037,0.0,0.0,phish,phish detect,detect phish,retriev phish,phish detect phish
1225527,0.0,0.0,xml,search xml,xml search,compress xml,xml search xml
10950133,0.2,0.16666666666666666,filter,xss filter,client-sid filter,filter design,new filter
9934456,0.2,0.25,tool,xml,xml document,xml schema,xml type
4590503,0.0,0.0,onlin databas,form,web form,classifi onlin databas,databas directori
4484921,0.2,0.14285714285714285,tag,collabor tag,tag system,mani tag,tag histori
11570239,0.4,0.3333333333333333,link data,broken link,link problem,such link,broken link data
9614136,0.0,0.0,imag,product imag,other imag,rank imag,imag search
583335,0.6,0.75,handheld devic,summar,document summar,fractal summar,mobil devic
7728513,0.4,0.5,model,social annot,languag model,generat model,probabilist model
680590,0.2,0.5,email,summar email,email summar,email convers,email summar email
11708130,0.2,0.3333333333333333,folksonomi,folksonomi algorithm,social tag,differ folksonomi,tag system
3894952,0.0,0.0,spam,spam page,spam link,redirect spam,spam double-funnel
11394824,0.0,0.0,email,email communic,email featur,email respons,email usag
21587,0.0,0.0,approach,design,procedur,design pattern,guard procedur
690695,0.0,0.0,web,web page,schedul web,user-centr web,search engin
10389546,0.2,0.16666666666666666,web,web server,web browser,web session,web applic
589031,0.0,0.0,map,map descript,map languag,r2o map,such map
1495443,0.25,0.16666666666666666,communic design,electron negoti,xml schema,basi
10582584,0.0,0.0,disput claim,disput finder,known disput,known disput claim,known disput finder
3611227,0.2,0.3333333333333333,similar index,similar search,index scheme,self-tun index,main-memory-bas index
677475,0.4,0.3333333333333333,virtual document,document approach,linguist match,match approach,ontolog match
10178588,0.0,0.0,domain,domain exampl,space domain,differ domain,domain transfer
704848,0.2,0.14285714285714285,ebag,ebag infrastructur,school,web infrastructur,interact school
334718,0.0,0.0,definit,definit sentenc,definit generat definit,pattern,definit question
10460577,0.2,0.14285714285714285,tourist photo,inform,tempor inform,geo-tag photo,tourist site
10023569,0.2,0.5,servic,applic,web applic,other servic,multi-servic applic
13059029,0.2,0.16666666666666666,topic,topic evolut,discov topic,topic evolut graph,corpus
696215,0.2,0.16666666666666666,web page,multimedia web,web object,multimedia web page,hyperlink analysi
825446,0.2,0.1111111111111111,semant web,inform grid,web applic,semant web applic,organ
3766621,0.2,0.2,queri similar,click-through data,search queri,similar model,search queri similar
13064160,0.0,0.0,word break,model,url word,web,languag style
13061804,0.4,0.5,queri,engin queri,queri complet,correct,spell correct
310161,0.2,0.3333333333333333,servic,web servic,servic composit,web servic composit,servic capabl
10844303,0.2,0.5,user queri,cluster queri,search queri,queri refin,engin queri
9940239,0.2,0.14285714285714285,bandit algorithm,bandit problem,user,contextu bandit,contextu bandit algorithm
3598588,0.0,0.0,wt10g dataset,web,new dataset,popular wt10g,popular wt10g dataset
4644622,0.2,0.07142857142857142,communic technolog,technolog usag,usag pattern,inform,technolog adopt
62825,0.2,0.3333333333333333,page chang,queri,problem,web page,continu queri
54303,0.2,0.25,activ,activ model,model activ,activ model activ,human activ
9629719,0.0,0.0,queri,rare queri,popular queri,match queri,queri time
4530378,0.0,0.0,web,web search,web content,local web,web search system
