4983102,precision,0.0,recall,0.0,['web robots', 'robots rules', 'ethical robots', 'web scale', 'robot activities']
11485543,precision,0.2,recall,0.3333333333333333,['web search', 'search task', 'semantic search', 'commercial web', 'search problems']
7461370,precision,0.0,recall,0.0,['web crawler', 'billion pages', 'web graph', 'html pages', 'single-server implementation']
10272014,precision,0.2,recall,0.16666666666666666,['post pages', 'post author', 'forum pages', 'web forums', 'web applications']
9331037,precision,0.0,recall,0.0,['identity discovery', 'keywords-retrieval component', 'identity-based component', 'detection approach', 'positive rate']
1225527,precision,0.0,recall,0.0,['xml data', 'compression ratio', 'xml representation', 'xml search', 'xml document']
10950133,precision,0.0,recall,0.0,['client-side filters', 'filter design', 'filters cross-site', 'new filter', 'xss filters']
9934456,precision,0.0,recall,0.0,['xml documents', 'xml type', 'standard document', 'xml schema', 'definition languages']
4590503,precision,0.0,recall,0.0,['web forms', 'form features', 'web data', 'real web', 'partitioningthe space']
4484921,precision,0.0,recall,0.0,['collaborative tagging', 'tagging systems', 'particular tags', 'tagging history', 'tag co-occurrence']
11570239,precision,0.4,recall,0.3333333333333333,['linked data', 'broken link', 'link problem', 'structured linked', 'such links']
9614136,precision,0.0,recall,0.0,['image search', 'product image', 'other images', 'google image', 'rank images']
583335,precision,0.4,recall,0.5,['handheld devices', 'mobile devices', 'document summarization', 'web wireless', 'large documents']
7728513,precision,0.4,recall,0.5,['language models', 'topical information', 'social annotation', 'annotation data', 'information retrieval']
680590,precision,0.0,recall,0.0,['email conversation', 'conversation summarization', 'summarizing email', 'clue words', 'second novelty']
11708130,precision,0.0,recall,0.0,['folksonomy algorithm', 'evaluating folksonomies', 'different folksonomy', 'so-called folksonomies', 'state-of-the-art folksonomy']
3894952,precision,0.0,recall,0.0,['spam double-funnel', 'spam pages', 'redirection spam', 'spam links', 'spam doorway']
11394824,precision,0.0,recall,0.0,['email features', 'friends-of-friends relationships', 'social-networking type', 'email social', 'behavioral patterns']
21587,precision,0.0,recall,0.0,['rdf graph', 'readable rdf\\/xml', 'rdf\\/xml document', 'unparsing rdf\\/xml', 'grammar rule']
690695,precision,0.0,recall,0.0,['search repository', 'engine repository', 'local repository', 'search engines', 'schedule web']
10389546,precision,0.0,recall,0.0,['web browsers', 'web applications', 'caching toolkit', 'web server', 'database caching']
589031,precision,0.2,recall,0.2,['semantic web', 'mapping language', 'driven data', 'legacy data', 'data upgrade']
1495443,precision,0.0,recall,0.0,['xml schema', 'electronic negotiations', 'communication design']
10582584,precision,0.0,recall,0.0,['disputed claims', 'dispute finder', 'claim database', 'known disputed', 'web sites']
3611227,precision,0.2,recall,0.3333333333333333,['similarity indexes', 'similarity-search queries', 'indexing high-dimensional', 'similarity search', 'main-memory-based indexes']
677475,precision,0.2,recall,0.16666666666666666,['matching approaches', 'documents approach', 'document similarity', 'similarity-based approaches', 'ontology matching']
10178588,precision,0.0,recall,0.0,['domain examples', 'domain transfer', 'space domain', 'related domains', 'different domain']
704848,precision,0.0,recall,0.0,['ebag infrastructure', 'web infrastructure', 'school children', 'school materials', 'school kids']
334718,precision,0.2,recall,0.16666666666666666,['soft pattern', 'pattern generation', 'matching patterns', 'text patterns', 'generating definitions']
10460577,precision,0.2,recall,0.14285714285714285,['related information', 'mining information', 'temporal information', 'trip related', 'tourist sites']
10023569,precision,0.2,recall,0.5,['multi-service application', 'web applications', 'applications dynamic', 'monolithic applications', 'multi-service web']
13059029,precision,0.2,recall,0.16666666666666666,['topic evolution', 'discovered topics', 'evolution graphs', 'acm corpus', 'evolutionary change']
696215,precision,0.0,recall,0.0,['multimedia web', 'web objects', 'web pages', 'multimedia objects', 'multimedia pagerank']
825446,precision,0.2,recall,0.1111111111111111,['smooth continuum', 'web applications', 'semantic web', 'rich access', 'information grid']
3766621,precision,0.2,recall,0.2,['query similarity', 'search queries', 'semantic similarity', 'time-dependent query', 'query semantic']
13064160,precision,0.2,recall,0.2,['modeling power', 'web scale', 'title model', 'multi-style modeling', 'matched model']
13061804,precision,0.4,recall,0.5,['transformation model', 'generative model', 'input queries', 'query completion', 'search algorithm']
310161,precision,0.4,recall,0.6666666666666666,['services composition', 'web service', 'new services', 'prototype service', 'service instances']
10844303,precision,0.2,recall,0.5,['user query', 'search query', 'user search', 'clustering query', 'query refinements']
9940239,precision,0.0,recall,0.0,['new algorithm', 'learning algorithm', 'bandit algorithm', 'article recommendation', 'recommendation personalized']
3598588,precision,0.0,recall,0.0,['internet search', 'evaluation purposes', 'search engine', 'engine developments', 'such purposes']
4644622,precision,0.4,recall,0.14285714285714285,['networking software', 'social networking', 'social software', 'communication technologies', 'mobile social']
62825,precision,0.2,recall,0.3333333333333333,['web pages', 'pages change', 'continuous queries', 'dynamic web', 'dynamic changes']
54303,precision,0.2,recall,0.25,['activity models', 'human activity', 'day-to-day activity', 'activity recognition', 'labeled activities']
9629719,precision,0.0,recall,0.0,['search results', 'matching queries', 'query representation', 'query time', 'rare queries']
4530378,precision,0.2,recall,0.3333333333333333,['hyperlink architecture', 'web content', 'web search', 'location-specific web', 'client-server architecture']
494956,precision,0.0,recall,0.0,['news articles', 'ranks news', 'news sources', 'indexing news', 'ranking framework']
13064730,precision,0.0,recall,0.0,['such systems', 'services interact', 'synchronizable services', 'synchronizability problem', 'reliable manner']
10464296,precision,0.0,recall,0.0,['wiki wikis', 'wiki system', 'dtwiki system', 'content generation', 'wiki data']
280273,precision,0,recall,0.0,[]
1168781,precision,0.2,recall,0.14285714285714285,['mobile applications', 'mobile software', 'computing applications', 'cam applications', 'mobile computing']
3884003,precision,0.4,recall,0.4,['aggregation queries', 'data aggregator', 'continuous aggregation', 'aggregation function', 'continuous queries']
10524156,precision,0.6,recall,0.6,['mashup navigation', 'navigation system', 'data api', 'real-life data', 'api network']
11034828,precision,0.2,recall,0.25,['tag recurrence', 'tag suggestion', 'social tagging', 'recurrence dynamics', 'suggestion techniques']
9900214,precision,0.0,recall,0.0,['web search', 'personalized search', 'exploration searches', 'search system', 'exploratory searches']
10795381,precision,0.0,recall,0.0,['faceted interfaces', 'interface discovery', 'ranking interfaces', 'facet hierarchies', 'wikipedia articles']
1194809,precision,0.2,recall,0.16666666666666666,['monitored usage', 'web usage', 'user study', 'detailed monitoring', 'user evaluation']
611826,precision,0.0,recall,0.0,['fragment caching', 'edge caching\\/offloading', 'edge resources', 'client-side proxies', 'such content']
